,level_0,index,song,artist
3222,1429,4328,stranger things,kygo
3223,3415,10797,unkiss me,maroon 5
3224,1692,2108,one man can change the world,big sean
3225,4291,7737,ribbon in the sky,rod wave
3226,2302,4992,jealous,labrinth
3227,891,1176,snowman,sia
3228,2191,6923,i wanna dance with somebody (who loves me),whitney houston
3229,1186,4450,the pale moonlight,kid cudi
3230,3409,10948,best of you,foo fighters
3231,1058,4904,can't stop,dababy
3232,1219,4341,up,desiigner
3233,2647,10421,unforgiven,beck
3234,1877,8765,world is yours,rich the kid
3235,2394,2326,eleven,khalid
3236,4146,3791,25k jacket,gunna
3237,1038,5256,next to me,otto knows
3238,3096,477,happier,olivia rodrigo
3239,1023,172,before you go,lewis capaldi
3240,2449,10647,i'm gonna be (500 miles),sleeping at last
3241,1138,8651,lux æterna,metallica
3242,2812,6297,hark! the herald angels sing/it came upon a midnight clear  remastered,bing crosby
3243,3854,9678,april showers,koe wetzel
3244,3742,3088,black barbies,nicki minaj
3245,4713,5617,thug life,21 savage
3246,4153,1740,goodbyes,post malone
3247,4391,10745,patience,the lumineers
3248,1160,11050,stubborn love,the lumineers
3249,127,7915,hate myself,nf
3250,1121,1868,diplomatic immunity,drake
3251,70,205,streets,doja cat
3252,1603,4026,fine line,harry styles
3253,1151,9785,saoko,rosalía
3254,4030,2790,"if i'm lyin, i'm flyin",kodak black
3255,3051,2181,may we all,florida georgia line
3256,3016,5168,backstage passes,est gee
3257,4104,7207,r.i.p. 2 my youth,the neighbourhood
3258,204,5870,younger now,miley cyrus
3259,2575,10547,let's hurt tonight,onerepublic
3260,2113,4532,available,justin bieber
3261,3477,1612,chanel,frank ocean
3262,4354,6822,santeria,sublime
3263,6,8782,election day intro from the president,various artists
3264,1951,6646,so what,bts
3265,2339,9224,send me on my way,rusted root
3266,4487,8132,la di die,nessa barrett
3267,2972,6107,white dress,lana del rey
3268,256,7426,theme for the people,logic
3269,3791,6559,frosty the snowman,bing crosby
3270,3704,7717,choppa won't miss,playboi carti
3271,4947,10643,richest n**** in the room,gucci mane
3272,2992,10275,...baby one more time,britney spears
3273,3369,5036,marni on me,future
3274,353,155,505,arctic monkeys
3275,2750,1125,jealous,nick jonas
3276,2576,2061,bright,echosmith
3277,3418,2194,tell your friends,the weeknd
3278,1174,10952,entropy,grimes
3279,4966,257,shivers,ed sheeran
3280,394,2304,kiss and make up,dua lipa
3281,693,9390,crop circles,jon bellion
3282,3719,10950,penny lane  remastered,the beatles
3283,4310,9187,low down,lil baby
3284,180,871,luv,tory lanez
3285,74,8173,frat rules,a$ap mob
3286,4192,9870,icy hot,young thug
3287,2346,11001,forever,haim
3288,3811,2054,"dear maria, count me in",all time low
3289,209,3887,christmas lights,coldplay
3290,3125,4746,the foundations of decay,my chemical romance
3291,1222,10913,mercy,muse
3292,4777,9705,i don't die,joyner lucas
3293,668,10611,my favorite things,kelly clarkson
3294,251,953,con calma,daddy yankee
3295,2619,3942,dolly,lil tecca
3296,3360,2546,fml,kanye west
3297,3612,5008,close my eyes,21 savage
3298,237,10869,ace of spades,motörhead
3299,833,6450,hot gates,mumford & sons
3300,3808,11015,christmas in harlem,kanye west
3301,819,2441,houstonfornication,travis scott
3302,3294,10051,love is so sweet,missing seoul
3303,145,9073,in my head,galantis
3304,3472,2145,8,billie eilish
3305,366,4291,higher we go  intro,migos
3306,1741,2781,still falling for you,ellie goulding
3307,2986,7804,what's my name,dmx
3308,4420,5261,bird shit,trippie redd
3309,3518,5002,antes que se acabe,bad bunny
3310,4792,5162,jet black heart,5 seconds of summer
3311,120,889,acquainted,the weeknd
3312,1615,8697,love thy enemies,future
3313,46,8006,what i got,sublime
3314,1725,1758,kings & queens,ava max
3315,4390,5837,key to the streets,yfn lucci
3316,2612,3499,cinderella,mac miller
3317,3321,275,envy me,calboy
3318,3450,1596,seven million,lil uzi vert
3319,3944,4900,dancing's not a crime,panic! at the disco
3320,2130,10428,sit next to me,foster the people
3321,230,8295,sunset,prxxy
3322,4828,785,lover,taylor swift
3323,3963,8811,my mind,zexzy
3324,1124,4936,i wanna see some ass,jack harlow
3325,2800,9353,catch fire,5 seconds of summer
3326,2307,9517,fair,normani
3327,615,8130,how i feel,good gas
3328,4551,7049,paris morton music,drake
3329,397,7860,fallin,lil tecca
3330,4478,481,do re mi,blackbear
3331,197,5184,dreams and nightmares,meek mill
3332,1149,1965,no bystanders,travis scott
3333,4246,870,bad liar,selena gomez
3334,3198,7122,i don’t wanna break up,future
3335,1185,8056,night's on fire,david nail
3336,4533,6859,don't sleep on me,ty dolla $ign
3337,4890,1336,hear me calling,juice wrld
3338,1500,5526,waste a moment,kings of leon
3339,715,7509,bruddanem,jid
3340,1634,10576,move your body  single mix,sia
3341,4376,9558,john muir,schoolboy q
3342,3985,2231,miss you,cashmere cat
3343,334,9030,new shapes,charli xcx
3344,3540,1482,a thousand bad times,post malone
3345,2110,11055,naked as we came,iron & wine
3346,903,3026,goodbye,jason derulo
3347,4285,1779,get it together,drake
3348,3792,1058,cold,maroon 5
3349,628,10673,under you,nick jonas
3350,4281,4139,"medley: caroling, caroling / the first noel / hark! the herald angels sing / silent night",perry como
3351,3695,5527,psychic,chris brown
3352,3201,9464,lexii's outro,kehlani
3353,1568,2975,dope niggaz,lil wayne
3354,4435,1128,bang my head,david guetta
3355,4927,7162,good intentions (intro),nav
3356,853,1485,wasted times,the weeknd
3357,3253,911,music for a sushi restaurant,harry styles
3358,2057,7490,nfl,lil wayne
3359,3725,2338,ferris wheel,tory lanez
3360,4090,5600,sober,selena gomez
3361,2890,10935,every city we go,kid ink
3362,4167,1589,i n t e r l u d e,j. cole
3363,4425,4872,syphilis,juice wrld
3364,356,6092,vaccine,logic
3365,160,3825,narcos,anuel aa
3366,3732,10802,i saw mommy kissing santa claus,the ronettes
3367,267,5578,celebration,logic
3368,3609,8472,young god,halsey
3369,4311,9435,remember you young,thomas rhett
3370,2633,1116,have yourself a merry little christmas,sam smith
3371,4807,3484,no way!,bazzi
3372,3557,3624,pull up n wreck (& metro boomin),big sean
3373,1841,4048,prayer in c (robin schulz remix) [radio edit],lilly wood and the prick
3374,3353,1304,hayloft,mother mother
3375,3026,8976,transgression,kodak black
3376,2376,5998,"oh holy night  recorded at metropolis studios, london",nina nesbitt
3377,1894,10177,up in this,blackbear
3378,3631,1995,no limit,usher
3379,1988,2916,hold back the river,james bay
3380,2536,8657,socks,dababy
3381,2749,2651,shout out to my ex,little mix
3382,1652,3949,real spill,lil baby
3383,4630,1986,nice to meet ya,niall horan
3384,1598,3292,silent night,carpenters
3385,997,2556,do we have a problem?,nicki minaj
3386,873,200,a lot,21 savage
3387,827,331,portland,drake
3388,1958,4817,my kind of present,meghan trainor
3389,2261,7391,last call,logic
3390,4848,8266,white christmas,darlene love
3391,4398,7071,shiest talk,lil baby
3392,99,9256,nothing else matters,miley cyrus
3393,4689,1082,only human,jonas brothers
3394,4983,8389,mouth of the river,imagine dragons
3395,4500,118,better,khalid
3396,994,4123,all i ask,adele
3397,62,2507,patek,future
3398,3705,1677,don't leave,snakehips
3399,4327,8786,forbidden voices,martin garrix
3400,3615,2235,quit,cashmere cat
3401,3309,9714,hood rich,lil tjay
3402,4113,3775,juice wrld speaks from heaven  outro,juice wrld
3403,2704,5509,ganja burn,nicki minaj
3404,4304,7823,el pañuelo,romeo santos
3405,2615,7603,bills paid,dj khaled
3406,4598,4849,oh santa!,mariah carey
3407,1373,8450,i know it,rod wave
3408,4793,9227,why couldn't it be christmas every day?,kristin chenoweth
3409,2678,2467,this is what falling in love feels like,jvke
3410,367,8149,bad karma,miley cyrus
3411,2254,9658,26,lauv
3412,4211,2307,dirt on my boots,jon pardi
3413,1069,7623,grieving,kehlani
3414,45,8599,money spent,koe wetzel
3415,1713,3082,middle child,pnb rock
3416,3823,1773,vaina loca,ozuna
3417,784,2736,the man with the bag,kay starr
3418,3379,1072,numb,xxxtentacion
3419,2055,3047,walk em down (don't kill civilians) [with 21 savage & feat. mustafa],metro boomin
3420,3264,6151,forever yours  avicii tribute,kygo
3421,858,9821,bat out of hell,meat loaf
3422,1960,2792,hear me now,alok
3423,4572,7770,eazy  down,g
3424,2548,6833,on me,the game
3425,2155,9783,two out of three ain't bad,meat loaf
3426,2147,9004,here comes my girl,tom petty and the heartbreakers
3427,1013,10696,groovy tony,schoolboy q
3428,418,9387,rap niggas,nipsey hussle
3429,450,5726,replay,lady gaga
3430,3756,5385,disaster,conan gray
3431,4315,2497,nobody's love,maroon 5
3432,2635,7664,hate me,lil peep
3433,984,1996,dick,starboi3
3434,3297,3458,blue notes 2,meek mill
3435,3840,4845,new n3on,playboi carti
3436,4850,1842,santa claus is coming to town,michael bublé
3437,1927,52,shape of you,ed sheeran
3438,3570,7617,i like,young stoner life
3439,2697,5032,little talks,of monsters and men
3440,1407,9192,what do you do,mac miller
3441,4405,10053,74,earl sweatshirt
3442,2434,7692,amber,steve lacy
3443,2850,8419,don't play around,gunna
3444,2816,6990,all you need is love  remastered,the beatles
3445,71,893,please me,cardi b
3446,3929,6114,i've got my love to keep me warm,ella fitzgerald
3447,2782,3192,in your arms,nico & vinz
3448,2179,2953,nancy mulligan,ed sheeran
3449,3582,10683,plush,stone temple pilots
3450,4905,4484,hips don't lie,shakira
3451,2984,6731,get to the money,chad focus
3452,2026,6705,more than life,machine gun kelly
3453,1660,9601,sorcererz,gorillaz
3454,3419,1400,fresh eyes,andy grammer
3455,4803,4944,spiral,21 savage
3456,4637,2271,romantic  notd remix,stanaj
3457,361,2970,u played,moneybagg yo
3458,1718,796,on my mind,ellie goulding
3459,4198,8501,you make me,avicii
3460,3390,2259,show out,kid cudi
3461,3613,10790,the christmas song (chestnuts roasting on an open fire),andy williams
3462,4666,5575,hey everybody!,5 seconds of summer
3463,3586,4852,fix,chris lane
3464,4560,2035,dedicate,lil wayne
3465,3064,640,beibs in the trap,travis scott
3466,1569,421,god is a woman,ariana grande
3467,3291,8430,the nether,trippie redd
3468,24,3837,might not give up,a boogie wit da hoodie
3469,1355,4300,before the day is over,joji
3470,1780,7251,dab of ranch  recorded at spotify studios nyc,migos
3471,3972,10831,leaves,miguel
3472,3910,5700,by yourself,ty dolla $ign
3473,2609,1977,united in grief,kendrick lamar
3474,481,1919,blue tint,drake
3475,1427,6331,let me out,gorillaz
3476,4402,3112,clout,ty dolla $ign
3477,4528,722,fast car,jonas blue
3478,917,169,wet dreamz,j. cole
3479,1649,5545,untitled 06 06.30.2014.,kendrick lamar
3480,1921,4376,pretty girls,britney spears
3481,1168,10866,shine a light,banners
3482,2447,7720,starved,zach bryan
3483,1283,3931,gospel,dababy
3484,1881,1103,blessings,big sean
3485,329,3363,high without your love,loote
3486,4381,1519,another love,tom odell
3487,4505,7739,ferrari,anuel aa
3488,3024,4616,911,lady gaga
3489,1571,6981,can't explain,lil baby
3490,4434,6078,"the nutcracker, op. 71: act ii tableau 3: variation 2: dance of the sugarplum fairy",pyotr ilyich tchaikovsky
3491,1313,3998,wassup,lil uzi vert
3492,749,2794,everybody hates me,the chainsmokers
3493,4205,6310,tales,schoolboy q
3494,2345,303,saturday nights,khalid
3495,3611,4404,no opp left behind,21 savage
3496,3367,10257,at the end of a bar,chris young
3497,4661,7406,never ending,rihanna
3498,2002,5152,benz truck  гелик,lil peep
3499,470,4090,perfect strangers,lil wayne
3500,3292,5282,a.l.l.t.y. 3,trippie redd
3501,1650,7239,cocoa,baby keem
3502,4553,7390,better back when,luke combs
3503,4723,5278,"rocket man (i think it's going to be a long, long time)",elton john
3504,4623,6286,drunk,schoolboy q
3505,4717,2939,marjorie,taylor swift
3506,1935,3042,love grows (where my rosemary goes),edison lighthouse
3507,2695,10123,breaking up slowly,lana del rey
3508,2496,4767,haute,tyga
3509,1104,4732,duele el corazon,enrique iglesias
3510,4734,258,the spins,mac miller
3511,4654,2139,all eyes on me,bo burnham
3512,98,1727,bigger than the whole sky,taylor swift
3513,2893,9360,riding shotgun,kygo
3514,3905,506,what they want,russ
3515,4094,10632,higher,carly rae jepsen
3516,835,9759,out on bail,yg
3517,4000,9110,talk to myself,avicii
3518,1759,3574,out of my league,fitz and the tantrums
3519,375,1921,still got time,zayn
3520,1261,5531,mojaita,j balvin
3521,4846,9602,john  hopelessly devoted to you,olivia newton
3522,3293,7765,golden light,madden
3523,2250,524,it's beginning to look a lot like christmas,perry como
3524,2306,9873,at the door,lil pump
3525,3931,4902,ateam,travis scott
3526,1155,2300,sixteen,ellie goulding
3527,4820,2563,undefeated,a boogie wit da hoodie
3528,2755,9421,instant crush,daft punk
3529,1589,10925,stay with me  darkchild version,sam smith
3530,4135,2587,cornelia street,taylor swift
3531,3645,10709,sing me to sleep,alan walker
3532,3566,1937,sex with me,rihanna
3533,3869,4471,shots,imagine dragons
3534,4511,6302,oh caroline,the 1975
3535,1905,9408,intimidated,kaytranada
3536,2924,1227,train wreck,james arthur
3537,766,1182,ruin my life,zara larsson
3538,871,2153,tkn,rosalía
3539,1892,11070,first,cold war kids
3540,961,9297,1121,halsey
3541,1551,5866,i got the juice,meek mill
3542,1673,9442,shoes,lil wayne
3543,3139,7905,good boy gone bad,tomorrow x together
3544,634,5818,jack & diane,john mellencamp
3545,1677,10164,almost maybes,jordan davis
3546,1059,8634,adam sandler,ynw melly
3547,1899,3278,i like girls,pnb rock
3548,2445,5078,head on,youngboy never broke again
3549,3682,10892,love me like you,little mix
3550,18,2821,youth,shawn mendes
3551,1891,10218,pretty young girl,logic
3552,498,9412,hot sugar,glass animals
3553,2773,4243,dionysus,bts
3554,1480,8552,viva las vengeance,panic! at the disco
3555,1100,8270,center core never more,$uicideboy$
3556,4603,2908,the last of the real ones,fall out boy
3557,963,8713,just a friend,biz markie
3558,2013,4363,take me back to london,ed sheeran
3559,2874,9966,a million dreams,p!nk
3560,538,959,she's all i wanna be,tate mcrae
3561,1937,729,stay,kygo
3562,825,2717,be alright,ariana grande
3563,4283,1493,a m a r i,j. cole
3564,459,10809,creep,stone temple pilots
3565,3314,9570,pussy,young thug
3566,4200,3946,65th & ingleside,chance the rapper
3567,1135,10380,unhappy,a boogie wit da hoodie
3568,2690,8995,shock da world,rod wave
3569,856,511,now or never,halsey
3570,4671,4192,helpless,phillipa soo
3571,4763,1871,6 god,drake
3572,3875,8305,not today,twenty one pilots
3573,4099,6338,thugged out,ynw melly
3574,934,7806,red,rich the kid
3575,4432,5040,seventeen,alessia cara
3576,2618,6548,circle of bosses,young thug
3577,789,1720,stupid love,lady gaga
3578,3605,1452,"honey, i'm good.",andy grammer
3579,3829,1003,evergreen,omar apollo
3580,3930,5652,small worlds,mac miller
3581,3306,3551,goodbye,bo burnham
3582,4829,10345,a thousand years,christina perri
3583,4226,5215,riot,xxxtentacion
3584,2804,4478,landslide,fleetwood mac
3585,1194,9549,eazy  power,g
3586,2770,1256,kevin’s heart,j. cole
3587,593,4682,said n done,21 savage
3588,3310,6775,eazy  sad boy,g
3589,2599,8614,gimmie my respect  intro,lil yachty
3590,4902,9597,shrike,hozier
3591,3606,9692,thug life,rod wave
3592,1473,6676,titanium,david guetta
3593,2197,4921,the explanation,xxxtentacion
3594,4305,9764,eternal summer,the strokes
3595,758,6056,ungrateful,megan thee stallion
3596,3093,4428,love on the weekend,john mayer
3597,135,1513,steal my girl,one direction
3598,1601,4277,you,benny blanco
3599,2251,5507,na na,trey songz
3600,972,1097,juju on that beat (tz anthem),zay hilfigerrr
3601,1244,3957,home,bts
3602,2745,899,the bigger picture,lil baby
3603,1366,1068,wayne  nasty freestyle,t
3604,1110,4446,1am freestyle,joji
3605,1973,7178,city of stars,ryan gosling
3606,3534,10568,penthouse floor,john legend
3607,3411,1629,no favors,big sean
3608,51,4994,stretch you out,summer walker
3609,1411,4598,ignition (remix),r. kelly
3610,1553,9328,crossfaded,don toliver
3611,780,1289,with you,drake
3612,4979,10125,karma,years & years
3613,2634,4610,golden,travie mccoy
3614,4588,6394,bought a bad bitch,future
3615,4691,915,all in my head (flex),fifth harmony
3616,3173,3598,dance to this,troye sivan
3617,757,7868,selfless,the strokes
3618,1084,6734,feels,kehlani
3619,2153,7300,favorite bitch,eminem
3620,3209,2833,over now,calvin harris
3621,4118,9504,you'll understand when you're older,lovejoy
3622,380,2550,you say,lauren daigle
3623,2613,8707,right now the best,zach bryan
3624,2809,7171,lit,wiz khalifa
3625,4994,4528,personal,hrvy
3626,309,9061,i wanna be romanticized,$uicideboy$
3627,2099,462,enemies,post malone
3628,1794,8966,so what?  episode 01,vince staples
3629,1679,9415,too deep,kehlani
3630,877,8791,"oh yeah, you gonna cry?",lovejoy
3631,4802,4966,bipolar,gucci mane
3632,4275,3726,breathe,jax jones
3633,1097,7307,legacy,logic
3634,1255,5187,place,playboi carti
3635,3282,2631,a$ap forever,a$ap rocky
3636,1055,4734,eternal,chance the rapper
3637,600,7575,forever,rod wave
3638,1302,442,underneath the tree,kelly clarkson
3639,3117,6537,let's start the new year off right,bing crosby
3640,382,3554,company,drake
3641,4651,3495,thought it was a drought,future
3642,836,1789,paris,taylor swift
3643,52,721,eazy  i mean it,g
